0.290000	0.290000	
0.342900	0.342900	
0.411400	0.411400	
0.712100	0.712100	
0.832500	0.832500	
0.938100	0.938100	
4.192900	4.192900	
4.421500	4.421500	
5.106100	5.106100	
5.341700	5.341700	
5.794400	5.794400	
6.024600	6.024600	
6.252900	6.252900	
6.303600	6.303600	
7.857800	7.857800	
8.773900	8.773900	
9.232400	9.232400	
9.692100	9.692100	
9.915200	9.915200	
10.194500	10.194500	
11.521000	11.521000	
11.749200	11.749200	
11.980100	11.980100	
12.437500	12.437500	
13.355000	13.355000	
13.582500	13.582500	
13.861200	13.861200	
13.991100	13.991100	
14.341700	14.341700	
15.186700	15.186700	
16.099700	16.099700	
16.561000	16.561000	
17.025500	17.025500	
17.247100	17.247100	
17.302300	17.302300	
17.554200	17.554200	
18.610100	18.610100	
18.732000	18.732000	
19.070300	19.070300	
19.141500	19.141500	
19.277100	19.277100	
19.529000	19.529000	
19.624300	19.624300	
19.758300	19.758300	
19.986600	19.986600	
20.061600	20.061600	
20.217400	20.217400	
20.444400	20.444400	
20.516500	20.516500	
20.672400	20.672400	
20.900300	20.900300	
21.014000	21.014000	
21.127800	21.127800	
21.358500	21.358500	
21.590500	21.590500	
21.817700	21.817700	
21.931800	21.931800	
22.045700	22.045700	
22.228300	22.228300	
22.505800	22.505800	
22.666000	22.666000	
22.735200	22.735200	
22.846700	22.846700	
23.192000	23.192000	
23.354600	23.354600	
23.420200	23.420200	
23.651300	23.651300	
24.107200	24.107200	
24.336700	24.336700	
24.568500	24.568500	
25.025800	25.025800	
25.256300	25.256300	
25.482700	25.482700	
25.708300	25.708300	
25.939100	25.939100	
26.170200	26.170200	
26.394800	26.394800	
26.510400	26.510400	
26.856400	26.856400	
27.056000	27.056000	
27.315800	27.315800	
27.773600	27.773600	
28.002500	28.002500	
28.231000	28.231000	
28.342800	28.342800	
28.457300	28.457300	
28.689700	28.689700	
28.917500	28.917500	
29.144100	29.144100	
29.257800	29.257800	
29.372200	29.372200	
29.515300	29.515300	
29.603600	29.603600	
29.787600	29.787600	
30.062900	30.062900	
30.520700	30.520700	
30.722500	30.722500	
30.954500	30.954500	
31.377300	31.377300	
31.435300	31.435300	
31.665400	31.665400	
31.893200	31.893200	
32.317700	32.317700	
32.582200	32.582200	
32.811500	32.811500	
32.927500	32.927500	
32.989800	32.989800	
33.269300	33.269300	
33.497300	33.497300	
33.725900	33.725900	
33.951800	33.951800	
34.183500	34.183500	
34.411400	34.411400	
34.641300	34.641300	
34.870000	34.870000	
35.099900	35.099900	
35.329100	35.329100	
35.558600	35.558600	
35.784600	35.784600	
36.016500	36.016500	
36.245900	36.245900	
36.474300	36.474300	
36.586100	36.586100	
36.669300	36.669300	
36.931200	36.931200	
37.161200	37.161200	
37.388800	37.388800	
37.618000	37.618000	
37.847700	37.847700	
38.023100	38.023100	
38.077000	38.077000	
38.305600	38.305600	
38.763900	38.763900	
38.992200	38.992200	
39.221500	39.221500	
39.450200	39.450200	
39.679400	39.679400	
39.908700	39.908700	
40.138000	40.138000	
40.334100	40.334100	
40.596400	40.596400	
40.823700	40.823700	
41.054600	41.054600	
41.280400	41.280400	
41.513200	41.513200	
41.740200	41.740200	
41.969600	41.969600	
42.195700	42.195700	
42.427400	42.427400	
42.655600	42.655600	
42.885200	42.885200	
43.112100	43.112100	
43.343000	43.343000	
43.574200	43.574200	
43.686600	43.686600	
43.801600	43.801600	
44.026900	44.026900	
44.259000	44.259000	
44.488600	44.488600	
44.716600	44.716600	
44.946400	44.946400	
45.176300	45.176300	
45.403500	45.403500	
45.521000	45.521000	
45.633700	45.633700	
45.822400	45.822400	
45.953400	45.953400	
46.091900	46.091900	
46.321900	46.321900	
46.549200	46.549200	
46.735200	46.735200	
47.004900	47.004900	
47.237400	47.237400	
47.350700	47.350700	
48.239300	48.239300	
48.406600	48.406600	
48.824500	48.824500	
49.149000	49.149000	
49.714300	49.714300	
50.054200	50.054200	
50.227600	50.227600	
50.501500	50.501500	
50.574400	50.574400	
50.630900	50.630900	
50.962300	50.962300	
51.079200	51.079200	
51.330000	51.330000	
51.421600	51.421600	
51.624000	51.624000	
51.736200	51.736200	
51.868300	51.868300	
52.356200	52.356200	
52.532200	52.532200	
52.788300	52.788300	
52.839500	52.839500	
52.946600	52.946600	
53.033200	53.033200	
53.261100	53.261100	
53.472300	53.472300	
53.737500	53.737500	
54.038700	54.038700	
54.181100	54.181100	
54.231600	54.231600	
54.553500	54.553500	
54.785700	54.785700	
55.003700	55.003700	
55.088800	55.088800	
55.256100	55.256100	
55.564100	55.564100	
55.716100	55.716100	
56.019500	56.019500	
56.165500	56.165500	
56.484800	56.484800	
56.628000	56.628000	
56.853100	56.853100	
57.058800	57.058800	
57.292700	57.292700	
57.402700	57.402700	
57.541500	57.541500	
57.834600	57.834600	
58.001200	58.001200	
58.459600	58.459600	
58.643400	58.643400	
58.917500	58.917500	
59.100300	59.100300	
59.373100	59.373100	
59.695900	59.695900	
59.831000	59.831000	
60.060400	60.060400	
60.289600	60.289600	
60.748400	60.748400	
61.205600	61.205600	
61.659000	61.659000	
61.885800	61.885800	
62.004700	62.004700	
62.118500	62.118500	
62.234500	62.234500	
62.346100	62.346100	
62.698100	62.698100	
62.807900	62.807900	
63.038100	63.038100	
63.152200	63.152200	
63.270600	63.270600	
63.376900	63.376900	
63.496200	63.496200	
63.724800	63.724800	
63.837200	63.837200	
63.955000	63.955000	
64.187100	64.187100	
64.293900	64.293900	
