0.042400	0.042400	
0.211800	0.211800	
0.671800	0.671800	
0.786100	0.786100	
0.944500	0.944500	
1.035600	1.035600	
1.171100	1.171100	
1.226500	1.226500	
1.366200	1.366200	
1.511500	1.511500	
1.675400	1.675400	
1.837800	1.837800	
1.926500	1.926500	
2.086900	2.086900	
2.179700	2.179700	
2.293700	2.293700	
2.366900	2.366900	
2.424600	2.424600	
2.499600	2.499600	
2.666600	2.666600	
2.809300	2.809300	
2.904200	2.904200	
3.065700	3.065700	
3.228200	3.228200	
3.322200	3.322200	
3.392100	3.392100	
3.476800	3.476800	
3.650500	3.650500	
3.794800	3.794800	
3.935400	3.935400	
4.096900	4.096900	
4.157000	4.157000	
4.212500	4.212500	
4.374100	4.374100	
4.466500	4.466500	
4.665400	4.665400	
4.793200	4.793200	
4.953600	4.953600	
5.018900	5.018900	
5.140200	5.140200	
5.362700	5.362700	
5.529600	5.529600	
5.610200	5.610200	
5.732300	5.732300	
5.897300	5.897300	
6.095200	6.095200	
6.179700	6.179700	
6.381000	6.381000	
6.506800	6.506800	
6.560900	6.560900	
6.615900	6.615900	
6.753100	6.753100	
6.952700	6.952700	
7.079000	7.079000	
7.238500	7.238500	
7.329000	7.329000	
7.428700	7.428700	
7.522000	7.522000	
7.654200	7.654200	
7.811500	7.811500	
7.894000	7.894000	
8.094800	8.094800	
8.183000	8.183000	
8.380300	8.380300	
8.512800	8.512800	
8.668900	8.668900	
8.792600	8.792600	
8.855600	8.855600	
9.037600	9.037600	
9.238900	9.238900	
9.357600	9.357600	
9.507300	9.507300	
9.620300	9.620300	
9.704400	9.704400	
9.807300	9.807300	
9.937700	9.937700	
10.098200	10.098200	
10.179800	10.179800	
10.383200	10.383200	
10.469400	10.469400	
10.666900	10.666900	
10.800600	10.800600	
10.952800	10.952800	
11.078800	11.078800	
11.238100	11.238100	
11.321300	11.321300	
11.525200	11.525200	
11.589800	11.589800	
11.654000	11.654000	
11.799600	11.799600	
11.902700	11.902700	
12.095900	12.095900	
12.222200	12.222200	
12.381600	12.381600	
12.466000	12.466000	
12.622100	12.622100	
12.757800	12.757800	
12.954200	12.954200	
13.085400	13.085400	
13.239200	13.239200	
13.360100	13.360100	
13.517300	13.517300	
13.609300	13.609300	
13.789400	13.789400	
13.874300	13.874300	
13.926200	13.926200	
13.982000	13.982000	
14.080600	14.080600	
14.188700	14.188700	
14.373100	14.373100	
14.493300	14.493300	
